ram_usage,cpu_utilization,network_bandwidth,io_bandwidth
64.24,28.01,1916.11,64145.41
86.05,33.85,1916.11,64145.44
63.97,32,1916.11,64145.48
57.29,83.18,1916.15,64145.48
38.63,34.23,1916.19,64145.93
27.34,5.29,1916.2,64146.33
51.85,44.3,1916.2,64147
65.17,24.2,1916.22,64147.09
83.9,59.36,1916.22,64147.19
64.03,82.42,1916.22,64147.29
57.9,84.15,1916.22,64147.74
70.4,28.02,1916.22,64148.25
82.29,53.1,1916.24,64148.3
94.89,63.5,1916.24,64148.5
76.49,42.97,1916.24,64148.61
56.97,12.15,1916.25,64148.64
81.19,82.81,1916.25,64148.64
66.26,46.84,1916.25,64148.91
75.86,68.39,1916.25,64148.94
54.28,71.47,1916.89,64148.99
57.3,5.6,1916.89,64149.15
77.18,72.29,1916.89,64149.21
87.8,60.15,1916.89,64149.28
64.45,32.95,1916.89,64149.34
73.17,30.48,1916.27,64149.47
66.3,63.98,1916.27,64149.61
78.48,83.84,1916.27,64149.66
56.33,13.65,1916.27,64149.8
59.95,64.74,1916.27,64149.98
74.07,36.14,1916.27,64150.07
59.33,12.44,1916.27,64150.09
49.8,29.93,1916.28,64150.12
60.18,35.86,1916.28,64150.12
83.6,7.1,1916.28,64151.25
61.03,11.71,1916.28,64151.42
68.99,65.08,1916.28,64151.56
48.2,9.57,1916.28,64152.15
72.02,40.39,1916.28,64152.15
74.4,10.92,1916.28,64152.16
51.25,73.41,1916.28,64152.18
38.09,74.74,1916.28,64152.89
26.72,19.72,1916.29,64153.59
28.4,37.16,1916.29,64153.76
31.29,77.35,1916.29,64153.91
78.22,20.21,1916.29,64153.93
54.6,87.49,1916.29,64153.94
33.26,59.98,1916.29,64153.97
55.6,49.48,1916.29,64154.13
50.1,13.01,1916.29,64186.19
47.84,15.69,1916.29,64186.22
65.35,24.04,1916.29,64186.23
84.78,65.89,1916.29,64186.48
85.35,87.1,1916.3,64186.51
88.35,22.06,1916.3,64188.55
70.09,80.16,1916.3,64188.55
59.3,55.31,1916.3,64188.71
54.71,52.32,1916.3,64188.74
32.54,31.25,1916.3,64188.88
21.19,7.48,1916.3,64188.88
60.82,59.04,1916.3,64188.9
80.29,69.88,1916.3,64189.1
56.13,39.87,1916.3,64189.11
33.3,5.74,1916.31,64189.12
38.3,83.5,1916.31,64189.48
28.71,48.29,1916.31,64189.51
30.49,21.97,1916.31,64189.56
24.86,30.26,1916.34,64189.66
26.56,44.66,1916.34,64189.66
44.57,55.76,1916.34,64189.68
38.82,86.97,1916.36,64189.91
41.61,48.73,1916.36,64190.14
45.24,28.69,1916.36,64190.15
61.24,68.55,1916.36,64190.22
46.77,72.27,1916.36,64190.24
35.82,51.12,1916.36,64190.28
33.62,31.77,1916.36,64190.48
35.91,42.7,1916.36,64191.54
41.78,86.14,1916.38,64191.56
43.76,30.96,1916.38,64191.62
61.93,34.01,1916.38,64191.62
53.17,75.93,1916.38,64191.65
32.35,43.09,1916.38,64191.67
40.25,19.59,1916.38,64191.74
32.03,48.04,1916.39,64192
49.09,14.94,1916.39,64192
61.27,46.07,1916.4,64192.08
61.5,36.84,1916.4,64192.35
56.55,34.96,1916.4,64192.39
80.16,45.43,1916.4,64192.4
62.09,59.68,1916.4,64192.56
50.74,88.26,1916.4,64192.57
74.36,26.76,1916.41,64192.73
87.57,56.86,1916.41,64192.74
77.27,55.24,1916.41,64192.77
89.39,35.35,1916.41,64193.02
66.76,65.46,1916.41,64193.24
70.93,52.38,1916.41,64193.59
68.5,41.9,1916.41,64193.62
79.07,19.76,1916.41,64193.73
61.26,41.67,1916.45,64194.32
55.92,20.16,1916.45,64194.4
72.66,85.27,1916.45,64194.47
75.97,20.74,1916.48,64194.51
65.48,16.37,1916.48,64194.67
53.42,76.8,1916.48,64194.69
73.93,62.2,1916.49,64194.75
50.98,4.96,1916.49,64194.8
73.85,70.2,1916.49,64195.09
61.62,38.03,1916.49,64195.24
83.47,45.7,1916.49,64195.24
61.03,82.05,1916.5,64195.32
74.64,23.19,1916.5,64195.35
78.65,67.66,1916.5,64195.43
84.41,81.92,1916.5,64195.44
64.08,37.01,1916.5,64195.65
58.01,48.37,1916.5,64195.66
78.65,6.79,1916.5,64195.69
71.38,46.96,1916.5,64195.71
69.75,14.09,1916.51,64195.72
55.65,82.68,1916.51,64195.84
41.92,24.14,1916.51,64196.95
29.12,87.97,1916.51,64196.99
47.05,34.2,1916.51,64197.03
59.39,27.72,1916.51,64197.28
42.49,73.5,1916.53,64197.57
41.99,48.31,1916.53,64197.6
50.95,6.31,1916.54,64197.64
44.48,79.22,1916.56,64197.86
20.63,81.56,1916.56,64197.91
43.56,56.78,1916.56,64197.96
38.76,28.58,1916.56,64197.96
50.93,69.01,1916.57,64198.01
29.8,79.4,1916.57,64198.04
57.19,50.5,1916.58,64198.07
69.89,80.3,1916.58,64198.46
62.19,76.15,1916.59,64198.48
65.6,32.98,1916.59,64198.52
79.97,8.52,1916.59,64198.62
86.32,6.87,1916.59,64199.25
78.44,49.99,1916.59,64199.89
61.5,26.35,1916.59,64199.29
55.67,32.83,1916.6,64199.36
35.22,80.39,1916.61,64199.45
50.67,67.9,1916.61,64199.46
49.79,67.4,1916.61,64199.48
56.62,18.57,1916.61,64199.7
69.68,3.15,1916.61,64199.73
77.53,50.81,1916.61,64200.57
71.46,77.47,1916.61,64200.67
72.42,54.52,1916.61,64200.7
80.66,40.12,1916.61,64200.71
62.88,2.24,1916.61,64200.8
52.13,63.06,1916.61,64200.31
50.01,61.71,1916.61,64201.16
68.66,41.78,1916.62,64201.38
84.14,70.73,1916.62,64201.56
70.84,46.15,1916.62,64201.59
56.89,5.25,1916.62,64202.1
55.99,3.31,1916.62,64202.25
80.15,11.85,1916.62,64202.34
60.4,38.83,1916.62,64202.35
45.22,19.04,1916.62,64202.31
69.88,51.57,1916.62,64202.82
70.6,61.14,1916.62,64203
81.17,63.51,1916.62,64203
60.4,31.49,1916.62,64203.03
53.52,27.89,1916.62,64203.67
56.97,5.83,1916.62,64203.76
58.18,10.46,1916.62,64204.25
78.81,24.52,1916.62,64204.89
73.47,51.1,1916.63,64204.5
65.24,73.99,1916.63,64204.54
87.62,71.33,1916.63,64204.99
77.9,22.34,1916.63,64205
76.14,70.95,1916.63,64205.02
74.14,50.42,1916.63,64205.53
69.06,84.65,1916.63,64205.53
88.77,73.41,1916.63,64205.62
79.04,48.46,1916.65,64206.13
59.4,24.63,1916.65,64206.28
73.51,2.67,1916.65,64206.69
66.56,68.14,1916.65,64206.7
90.55,86.73,1916.66,64206.82
87.51,79,1916.68,64206.92
80.37,28.48,1916.69,64206.95
78.14,65.55,1916.69,64207.2
59.39,73.55,1916.69,64207.2
73.67,82.2,1916.69,64207.31
54.33,8.79,1916.69,64207.32
32.09,42.65,1916.69,64207.37
20.72,82.24,1916.69,64207.44
39.17,63.5,1916.69,64207.45
28.11,44.15,1916.7,64207.79
54.77,70.2,1916.7,64207.83
62.59,14.88,1916.7,64207.86
52.67,87.71,1916.71,64207.96
57.17,15.8,1916.71,64208.06
68.72,54.77,1916.71,64208.12
56.17,2.49,1916.71,64208.12
79.31,54.2,1916.71,64208.19
59.34,46.73,1916.72,64208.57
45.85,18.86,1916.73,64208.9
63.85,78.61,1916.73,64208.91
50.49,39.52,1916.73,64208.98
71.27,31.99,1916.73,64209.21
66.96,38.78,1916.73,64209.23
47.18,10.45,1916.73,64209.58
62.75,73.37,1916.73,64209.58
55.05,11.01,1916.73,64209.61
74.32,29.83,1916.74,64209.72
82.33,12.95,1916.74,64210.55
85.32,75.36,1916.74,64210.62
73.85,28.57,1916.74,64210.89
51.67,11.9,1916.74,64211.19
36.35,52.49,1916.74,64211.4
40,65.82,1916.74,64211.88
61.79,63.42,1916.74,64212.14
84.48,57.17,1916.74,64212.27
69.64,3.86,1916.74,64212.38
61.56,17.61,1916.74,64212.58
36.57,67.12,1916.74,64212.64
59.97,85.06,1916.74,64213.09
38.95,41.22,1916.74,64213.46
58.36,59.98,1900.48,63800.03
67.4,61.37,1900.48,63800.12
74.56,59.38,1900.49,63800.31
86.59,6.53,1900.49,63800.47
94.89,87.13,1900.49,63800.54
93.76,82.67,1900.49,63800.58
70.34,69.73,1900.49,63800.58
82.49,70.25,1900.49,63800.7
88.24,27.54,1900.49,63800.73
64.05,32.16,1900.49,63800.9
61.05,12.48,1900.5,63800.98
82.07,20.63,1900.51,63801
87.1,9.44,1900.51,63801.54
70.77,39.3,1900.51,63801.63
52.4,69.75,1900.51,63801.72
69.91,56.34,1900.51,63801.83
80.45,70.33,1900.51,63801.99
77.44,14.36,1900.51,63802
59.72,14.97,1900.52,63802.04
71.64,75.52,1900.53,63802.25
59.9,19.05,1900.53,63802.43
37.54,17.31,1900.56,63802.56
43.21,45.35,1900.56,63802.68
44.01,2.04,1900.56,63802.69
36.36,11.72,1900.56,63802.87
42.38,35.01,1900.56,63802.99
34.76,33.4,1900.56,63805.12
72.86,61.32,1900.56,63806.84
48.66,29.68,1900.56,63806.86
71.58,88.98,1900.56,63807.55
54.33,56.93,1900.56,63807.57
56.59,28.78,1900.56,63808.89
44.55,73.31,1900.57,63808.35
51.16,43.21,1900.57,63808.39
28.08,45.97,1900.57,63808.47
31.19,8.35,1900.57,63808.49
56.28,52.62,1900.59,63808.64
70.84,19.68,1900.59,63808.77
52.55,88.67,1900.62,63809.14
36.36,74,1900.63,63809.18
33.26,14.22,1900.63,63809.19
48.3,28.27,1900.63,63809.21
40.17,77.77,1900.63,63809.48
59.36,5.12,1900.63,63809.59
42.08,60.88,1900.63,63809.6
51.05,49.94,1900.63,63809.76
27.3,48.99,1900.64,63809.78
33.5,68.05,1900.64,63310.12
37.83,26.04,1900.67,63310.31
22.46,10.29,1900.68,63310.38
41.46,62.64,1900.68,63310.83
58.85,70.42,1900.68,63310.86
37.73,56.82,1900.68,63310.98
60,5.16,1900.72,63311.09
40.15,14.51,1900.72,63311.12
39.73,37.84,1900.72,63311.18
53.99,54.86,1900.72,63311.18
32.35,82.67,1900.73,63311.89
22.6,15.73,1900.73,63311.29
20.14,62.97,1900.73,63311.37
48.49,34.8,1900.73,63311.82
31.55,48.68,1900.73,63311.87
54.36,31.31,1900.73,63312.09
33.94,17.17,1900.73,63312.11
31.06,69.64,1900.73,63312.11
65.41,83.32,1900.74,63312.16
54.86,20.41,1900.74,63312.21
49.54,37.41,1900.74,63312.23
57.91,79.15,1900.74,63312.3
57.43,57.62,1900.74,63312.57
74.06,81.98,1900.75,63312.94
62.94,78.97,1900.75,63313.03
49.77,71.06,1900.75,63313.24
59.69,44.97,1900.75,63313.28
68.32,41.24,1900.75,63313.29
43.52,7.16,1900.75,63313.32
29.6,53.47,1900.75,63313.64
43.37,48.73,1900.75,63313.64
22.17,62.2,1900.76,63313.94
52.32,87.14,1900.76,63846.05
41.99,42.91,1900.78,63846.41
32.23,75.19,1900.78,63846.42
52.72,82.55,1900.79,63846.58
51.67,24.78,1900.79,63846.69
51.77,73.38,1900.8,63847.14
28.28,26.19,1900.8,63847.21
50.1,5.07,1900.8,63847.58
44.89,24.3,1900.82,63847.77
46.01,6.11,1900.82,63847.78
43.58,38.96,1900.82,63847.85
20.72,19.79,1900.82,63848.1
43.16,60.93,1900.82,63848.21
34.35,61.64,1900.83,63848.24
43,9.35,1900.84,63848.25
36.48,75.78,1900.84,63848.31
55.17,47.74,1900.84,63848.93
53.22,51.72,1900.85,63849.16
28.69,46.78,1900.86,63849.16
65.64,67.33,1900.9,63849.32
61.18,11.53,1900.9,63849.43
70.67,78.13,1900.91,63849.62
49.05,17.86,1900.93,63849.83
67.3,63.25,1900.94,63849.88
50.58,82.51,1900.94,63849.97
28.71,30.45,1900.94,63850.1
63.47,64.35,1900.94,63850.19
47.15,74.6,1900.94,63850.19
64.49,62.63,1900.94,63850.36
55.53,3.39,1900.94,63850.39
70.89,54.15,1900.95,63850.73
82.96,72.3,1900.95,63850.75
69.66,35.29,1900.95,63850.94
50.86,10.76,1900.95,63850.94
58.74,41.35,1900.95,63851.18
74.32,43.07,1900.95,63851.19
83.1,74.66,1900.95,63851.2
75.07,89.98,1900.95,63851.39
73.46,13.02,1900.95,63851.72
60.94,43.98,1900.95,63851.89
45.27,82.2,1900.95,63851.98
20.44,40.37,1900.95,63852.04
20.36,63.64,1900.95,63852.13
57.53,43.26,1900.95,63852.14
78.48,54.55,1900.96,63852.16
85.89,87.34,1900.96,63852.18
61.23,89.71,1900.96,63852.28
46.71,73.58,1900.96,63852.35
60.15,12.04,1900.96,63852.48
36.36,18.25,1900.96,63852.85
53,60.04,1900.97,63852.98
60.42,26.59,1900.97,63852.98
76,58.38,1900.97,63853.02
79,84.84,1900.97,63853.21
66.93,48.99,1900.97,63853.42
91.1,82.56,1900.97,63853.75
82.85,55.18,1901.01,63854.44
81.28,76.83,1901.03,63854.7
68.34,66.25,1901.04,63855.07
65.6,2.58,1901.04,63855.2
54.69,5.88,1901.07,63855.29
38.28,56.77,1901.07,63855.35
61.73,67.79,1901.07,63855.41
74.92,16.48,1901.07,63855.52
81.37,72.01,1901.07,63855.55
81.17,83.58,1901.07,63855.9
63.44,47.5,1901.07,63856.13
70.95,39.1,1901.08,63856.21
50.8,55.07,1901.08,63856.36
66.78,11.51,1901.08,63856.39
83.36,51.67,1901.08,63856.48
64.44,46.99,1901.1,63856.58
74.88,60.94,1901.1,63856.62
74.13,58.82,1901.1,63856.64
75.85,87.1,1901.12,63856.74
54.25,48.54,1901.18,63857.02
43.8,74.35,1901.21,63857.12
26.03,74.81,1901.3,63857.12
47.45,64.01,1901.31,63857.23
29.41,13.6,1901.59,63857.89
66.34,22.97,1901.69,63857.6
83.91,73.51,1901.79,63857.72
82.78,89.86,1901.99,63857.73
70.84,68.42,1902.15,63857.78
47.03,13.57,1902.32,63858.16
48.09,70.63,1902.42,63858.28
43.5,66.2,1902.7,63858.28
61.37,33.15,1902.85,63858.42
86.3,9.44,1903.09,63858.42
65.42,8.68,1903.25,63858.46
87.53,32.62,1903.25,63858.6
71.87,8.3,1903.25,63858.62
75.01,17.31,1903.89,63858.64
54.77,87.05,1903.89,63859.09
70.86,18.14,1903.89,63859.14
61.76,79.57,1903.89,63859.34
86.32,25.75,1903.89,63859.41
80.13,8.64,1903.89,63859.5
63.99,77.77,1903.27,63860.03
75.13,47.42,1903.27,63860.05
74.39,60.2,1903.27,63861.07
89.68,16.49,1903.27,63861.17
89.66,18.36,1903.3,63861.43
91.89,73.32,1903.3,63861.47
72.55,9.69,1903.3,63861.55
54.28,59.27,1903.3,63861.67
66.81,12.13,1903.31,63861.75
69.43,11.37,1903.31,63861.76
46.2,84.65,1903.31,63861.79
44.9,61.19,1903.31,63861.9
42.19,46.88,1903.31,63861.93
69.73,25.37,1903.32,63862.06
63.91,43.53,1903.33,63862.18
86.77,66.74,1903.33,63862.29
73.59,34.85,1903.33,63862.48
61.63,17.76,1903.33,63862.53
55.39,74.23,1903.33,63862.54
43.63,29.62,1903.33,63862.79
56.39,19.91,1903.35,63862.9
52.02,25.52,1903.36,63862.95
32.8,79.09,1903.36,63862.99
24.67,32.33,1903.36,63864.08
43.76,53.52,1903.37,63864.51
28.7,77.05,1903.43,63864.65
28.73,24.44,1903.44,63864.78
52.22,38.29,1903.44,63864.96
38.81,67.72,1903.44,63865.17
55.56,87.3,1903.44,63865.29
37.77,61.08,1903.44,63865.62
22.63,5.67,1903.45,63865.64
24.67,2.86,1903.46,63866.2
39.3,19.59,1903.46,63866.34
27.17,16.18,1903.48,63866.52
57.61,61.3,1903.48,63866.57
64.1,59.19,1903.49,63866.69
57.71,86.75,1903.49,63866.31
46.25,36.21,1903.49,63866.83
46.25,88.14,1903.49,63866.88
26.39,59.51,1903.5,63866.89
54.73,46.55,1903.5,63867.13
54.2,46.53,1903.5,63867.31
71.76,66.21,1903.5,63867.31
68.8,54.59,1903.5,63868.13
55.93,13.61,1903.5,63868.21
35.47,27.09,1903.51,63868.22
33.04,25.52,1903.52,63868.32
29.93,6.94,1903.53,63868.33
40.57,55.87,1903.58,63868.46
32.93,29.11,1903.65,63868.48
47.03,48.71,1903.74,63868.53
22.98,62.5,1903.82,63868.58
21.3,3.32,1903.94,63868.59
38.65,17.16,1904.01,63868.67
30.13,57.64,1904.02,63868.68
77.8,44.41,1904.02,63868.82
60.01,15.65,1904.02,63869
83.49,19.28,1904.02,63869.29
91.21,32.6,1904.02,63869.58
70.86,78.86,1904.02,63869.61
47.29,19,1904.02,63869.66
39.83,12.35,1904.02,63869.69
41.02,32.33,1904.03,63869.92
56.48,30.51,1904.03,63870.05
77.64,23.47,1904.03,63870.17
78.59,51.86,1904.04,63870.18
93.23,76.86,1904.05,63871.21
76.57,42.81,1904.05,63871.33
77.08,83.78,1904.05,63871.36
93.82,51.17,1904.05,63871.38
69.91,18.97,1904.05,63871.69
65.46,78.32,1904.05,63872.09
79.08,76.14,1904.05,63872.62
56.81,46.96,1904.05,63872.69
77.56,28.65,1904.05,63873.07
54.26,29.97,1904.05,63873.08
48.34,6.43,1904.05,63873.17
46.34,15.76,1904.08,63873.27
33.51,3.37,1904.08,63873.28
72.72,84.45,1904.08,63873.31
59.99,3.84,1904.08,63873.74
41.71,71.45,1904.08,63873.78
56.32,68.47,1904.08,63873.88
57.64,55.2,1904.08,63873.89
68.55,53.47,1904.08,63874
56.52,63.99,1904.08,63874.15
69.2,79.69,1904.08,63874.16
63.96,8.19,1904.08,63874.37
41.31,59.22,1904.09,63874.4
39.67,30.33,1904.09,63847.39
27.09,85.84,1904.14,63877.89
33.73,36.87,1904.19,63887.33
48.52,51.34,1904.4,63887.82
57.2,65.03,1904.89,63888.92
45.94,72.4,1905.24,63889.68
69.54,49.65,1906.05,63890.35
63.48,69.33,1906.63,63891.95
85.08,11.05,1906.88,63892.62
83.3,67.88,1906.92,63893.34
91.99,5.15,1906.94,63894.2
94.5,35.35,1906.94,63894.31
71.75,63.73,1906.94,63895.87
79.44,16.41,1906.95,63896.42
64.91,83.17,1907,63903.54
87.25,87.74,1907.93,63903.96
67.21,69.56,1908.04,63905.04
71.21,63.36,1908.04,63906.94
85.03,75.49,1908.05,63908.24
61.61,55.92,1908.06,63908.73
76.68,32.17,1908.11,63910.69
52.21,25.29,1908.11,63912.06
44.95,17.6,1908.11,63913.09
34.15,36.46,1908.11,63913.14
24.58,53.76,1908.11,63914.72
25.88,17.88,1908.11,63915.02
32.69,8.1,1908.12,63915.67
37.7,33.84,1908.12,63916.05
41.18,35.92,1908.12,63916.23
41.83,32,1908.12,63916.68
20.47,81.35,1908.13,63917.12
26.9,70.08,1908.24,63918.43
42.61,22.28,1909.01,63919.73
21.49,29.6,1909.13,63947.39
39.97,85.54,1909.15,63921.7
26.62,76.52,1909.16,63921.94
49.33,78.49,1909.16,63921.98
48.01,64.8,1909.58,63922.31
64.14,9.03,1910.1,63923.19
68.4,74.54,1910.32,63924.24
76.85,23.86,1910.43,63925.65
69.79,77.41,1910.56,63925.31
71.08,19.61,1910.56,63926.19
52.9,50.05,1910.56,63928.13
63.53,27.5,1910.56,63929.14
56.1,46.15,1910.57,63929.15
66.63,29.82,1910.64,63984.59
67.28,85.81,1910.66,63984.86
64.44,67.54,1910.68,63931.02
76.46,57.79,1910.69,63931.09
73.9,10.7,1910.69,63932.64
60.05,70.27,1910.69,63932.85
49.09,17.64,1910.69,63933.02
68.05,21.01,1910.69,63933.12
69.07,7.71,1910.69,63933.12
79.47,46.25,1910.69,63933.13
60.08,51.05,1910.69,63933.15
79.42,17.12,1910.69,63933.18
78.28,21.33,1910.7,63933.38
86.52,84.76,1910.72,63934.25
92.35,70.9,1910.72,63934.3
90.96,23.87,1910.72,63935.48
70.51,38.91,1910.72,63935.56
63.74,30.69,1910.73,63935.61
65.92,42.14,1910.74,63935.31
45.02,4.06,1910.74,63935.91
23.03,28.25,1910.74,63936.02
37.59,70.5,1910.74,63936.22
24.23,72.83,1910.74,63936.35
33.77,10.38,1910.74,63936.42
36.74,50.26,1910.74,63936.51
39.95,25.74,1910.74,63936.8
40.72,50.06,1910.74,63936.92
24.11,8.7,1910.8,63940.73
42.14,59.5,1912.05,63943.05
25.37,69.63,1912.16,63943.85
47.01,72.33,1912.23,63944.47
33.1,54.38,1914.2,63954.52
55.33,59.51,1914.21,63956.77
34.29,55.68,1914.21,63969.28
26.07,37.31,1914.21,63969.33
26.07,81.46,1914.21,63980.36
51.64,88.54,1914.21,63986.35
49.2,32.35,1914.21,63995.92
52.66,12.65,1914.22,63995.92
67.85,28.3,1914.22,63999.32
59.59,83.87,1914.22,64001.99
52.42,67.06,1914.22,64005.29
74.05,80.28,1914.22,64005.54
69.08,12.92,1914.23,64007.55
87.41,74.28,1914.23,64009.67
86.47,71.67,1914.23,64011.75
65.2,68.33,1914.23,64012.75
81.19,19.65,1914.24,64012.76
80.08,20.47,1914.24,64013.91
64.18,49.85,1914.24,64015
43.88,2.15,1914.24,64016.06
43.63,86.82,1914.24,64016.29
62.17,26.1,1914.24,64017.19
44.55,84.15,1914.24,64018.11
26.95,72.13,1914.89,64018.65
60.65,8.59,1914.27,64019.16
81.44,22.06,1914.43,64074.36
60.64,59.74,1914.45,64074.83
80.59,41.09,1914.5,64021.19
68.07,33.82,1914.51,64021.79
52.35,80.57,1914.51,64022.11
38.66,48,1914.51,64022.75
23.69,75.82,1914.51,64022.9
41.08,16.55,1914.51,64023.21
23.03,35.95,1914.51,64023.32
52,64.77,1914.51,64023.47
67.17,60.95,1914.52,64023.54
82.72,23.04,1914.52,64023.54
83.46,31.81,1914.52,64023.74
78.57,53.49,1914.52,64023.92
73.04,58.82,1914.55,64024.54
52.22,52.22,1914.55,64024.61
76.83,58.57,1914.56,64024.62
83.5,5.01,1914.56,64024.78
91.94,56.33,1914.56,64024.79
70.46,32.74,1914.56,64024.86
86.43,89.56,1914.56,64024.88
62.44,15.82,1914.58,64025.27
83.41,33.17,1914.58,64025.36
81.49,76.04,1914.58,64025.58
58.69,82.53,1914.58,64025.65
83.61,53.71,1914.58,64025.66
58.72,88.23,1914.58,64025.9
51.67,85.73,1914.58,64040.63
41.38,37.87,1914.58,64041.1
37.6,29.81,1914.6,64041.2
36.55,75.85,1914.62,64042.21
30.79,48.87,1914.63,64044.51
65.72,76.51,1914.63,64046.99
81.26,82.8,1914.63,64048.02
57.08,37.68,1914.63,64048.02
45.16,84.39,1914.64,64049.1
55.17,79.18,1914.64,64050.3
51.3,22.05,1914.65,64051.5
41.66,55.08,1914.65,64051.5
38.76,52.09,1914.66,64052.07
61.87,81.04,1914.66,64053.57
78.54,9.7,1914.67,64054.51
57.27,38.49,1914.69,64054.52
52.52,52.51,1914.71,64055.14
75.14,86.04,1914.71,64055.56
61.75,77.51,1914.72,64055.91
86.19,85.89,1914.73,64055.93
66.92,82.97,1914.74,64056.02
65.94,60.62,1914.74,64056.07
72.33,41.33,1914.75,64056.08
51.34,38.08,1914.76,64056.09
44.11,73.77,1914.76,64056.12
57.81,24.01,1914.76,64056.16
63.67,55.29,1914.76,64056.35
77.02,16.27,1914.76,64056.37
86.47,53.67,1914.76,64056.39
72.43,48.65,1914.76,64056.52
61.25,80.59,1914.76,64056.69
57.63,67.68,1914.76,64056.76
66.67,17.42,1914.77,64056.93
81.7,63,1914.77,64057.05
62.66,18.07,1914.79,64057.16
83.31,26.59,1914.8,64057.54
88.19,42.74,1914.8,64057.54
76.23,73.25,1914.8,64057.61
63.57,78.3,1914.8,64057.64
74.79,68.74,1914.8,64057.78
83.7,78.22,1914.8,64057.79
79.85,70.14,1914.8,64057.8
78.73,48.16,1914.8,64057.82
64.92,53.52,1914.31,64058.06
70.04,9.55,1914.31,64058.25
61.19,77.89,1914.83,64058.37
46.03,63.64,1914.85,64058.58
41.04,67.64,1914.86,64059.01
47.47,27.62,1914.86,64059.38
54.48,82.82,1914.86,64059.49
36.71,35.8,1914.86,64059.52
22.28,3.66,1914.86,64059.55
34.37,4.39,1914.87,64059.56
30.5,89.06,1914.88,64059.64
67.38,18.73,1914.88,64059.71
79.82,33.76,1914.88,64060.28
93.03,40.16,1914.89,64060.3
92.45,51.62,1914.9,64060.44
81.57,53.39,1914.9,64060.46
62.2,81.99,1914.9,64060.56
81.93,47.48,1914.9,64060.68
84.13,4.65,1914.94,64060.73
76.5,71.29,1914.94,64060.75
52.32,45.9,1914.94,64061.32
76.53,84.6,1914.94,64061.43
61.26,48.11,1914.95,64061.46
60,82,1914.95,64061.49
47.78,17.42,1914.95,64061.57
59.44,21.44,1914.95,64061.58
42.55,50.68,1914.95,64062.38
57.69,80.51,1914.95,64062.38
48.18,77.33,1914.95,64062.41
41.51,17.67,1914.96,64062.42
33.24,21.81,1914.96,64062.53
59.37,33.7,1914.96,64062.85
40.4,7.93,1914.98,64063.02
35.81,72.74,1915,64063.06
34.36,81.39,1915,64063.24
58.96,29.58,1915,64063.27
38.27,69.44,1915,64063.5
48.02,60.68,1915.06,64063.69
60.99,52.6,1915.06,64063.69
52.53,62.9,1915.06,64063.73
45.59,88.03,1915.07,64063.85
36.4,73.24,1915.08,64064.07
32.86,65.65,1915.08,64064.16
30.83,89.29,1915.08,64064.19
27.43,85.79,1915.08,64064.22
59.86,79.76,1915.08,64064.39
59.46,8.79,1915.08,64064.39
66.57,84.98,1915.09,64064.6
42.02,19.94,1915.09,64064.66
42.98,31.66,1915.09,64064.69
64.48,32.41,1915.12,64064.83
45.32,47.08,1915.12,64065.31
61.96,55.1,1915.12,64065.34
68.3,36.21,1915.12,64065.35
61.17,30.95,1915.12,64065.52
65.3,59.04,1915.12,64065.56
70.43,54.94,1915.12,64065.57
79.03,39.58,1915.13,64065.58
73.31,21.8,1915.13,64065.59
59.59,56.34,1915.13,64065.63
39.82,74.8,1915.14,64066.37
41.41,9.13,1915.14,64066.4
25.37,25,1915.17,64066.4
28.99,4.34,1915.18,64066.55
28.47,41.33,1915.18,64066.85
41.39,26.48,1915.18,64066.94
48.7,26.77,1915.18,64066.95
71.16,34.01,1915.18,64067.05
94.06,37.39,1915.18,64067.11
75.45,52,1915.18,64067.19
78.35,43.46,1915.18,64067.24
55.68,21.52,1915.18,64067.3
42.29,85.24,1915.19,64067.87
71.53,42.08,1915.19,64068.1
94.74,2.59,1915.19,64068.24
81.88,50,1915.2,64068.32
91.42,40.3,1915.2,64068.4
78.16,80.23,1915.2,64068.4
56.66,33.93,1915.21,64068.42
32.43,86.79,1915.21,64068.65
30.7,42.22,1915.23,64068.97
24.55,19.28,1915.23,64069.12
60.5,89.84,1915.24,64069.23
46.51,65.38,1915.24,64069.38
26.35,22.97,1915.24,64069.56
61.25,77.77,1915.24,64069.6
64.17,7.62,1915.24,64069.61
61.58,54.95,1915.25,64069.65
55.05,76.86,1915.25,64069.68
68.85,15.77,1915.25,64069.86
51.32,50.81,1915.25,64070.07
65.37,5.45,1915.25,64070.08
86.39,79.49,1915.25,64070.23
69.92,15.83,1915.25,64070.31
76.16,53.65,1915.25,64070.42
85.83,5.01,1915.89,64070.45
63.13,86.43,1915.89,64072.47
74.4,89.72,1915.89,64072.51
53.89,39.26,1915.89,64072.84
37.04,46.98,1915.89,64072.85
50.86,88.98,1915.89,64072.96
49.67,36.08,1915.27,64073.04
68.2,70.29,1915.27,64073.11
47.88,14.72,1915.27,64073.47
63.96,23.2,1915.27,64073.51
80.46,10.74,1915.27,64073.58
57.16,81.03,1915.27,64073.71
55.28,52.9,1915.28,64073.79
56.32,89.37,1915.28,64073.8
33.2,35.9,1915.3,64073.83
52.28,76.86,1915.31,64074.92
62.02,66.89,1915.31,64074.95
47.02,4.38,1915.31,64074.95
67.46,71.24,1915.31,64075.1
66.37,71.4,1915.32,64075.1
78.74,22.82,1915.32,64075.13
61.96,63.33,1915.32,64075.13
45.36,65.21,1915.32,64075.14
